"DRM_ID","psu_id","lat_degrees.x","lat_degrees.y","lon_degrees.x","lon_degrees.y","mpa_nr.x","mpa_nr.y","subregion_nr.x","subregion_nr.y","habitat_cd.x","habitat_cd.y","psu_depth.x","psu_depth.y","prot.x","prot.y","depth_class.x","depth_class.y","rugosity_class.x","rugosity_class.y","strat.x","strat.y","Priority","Status","mapgrid_nr","zone_nr","lat_deg","lon_deg","psu_vrel","Shape_Leng","Shape_Area","region","priority_level","strat_nr","survey_type"
1652,2172,24.676261,24.6762605,-82.784139,-82.7841394,26,26,4,4,"ISOL_LR","ISOL_LR",11.4,11.4,2,2,"D1","D1","R2","R2","DT01","DT01","Primary","Not surveyed",607380,4,24.676261,-82.784139,0.246,220.582251,3041.009672,"DRY TORT",1,9,"Fish"
1653,2182,24.67839,24.6783905,-82.904717,-82.9047168,26,26,4,4,"CONT_LR","CONT_LR",9.5,9.5,2,2,"D1","D1","R3","R3","DT02","DT02","Primary","Not surveyed",612740,4,24.67839,-82.904717,0.2714,220.573562,3040.770091,"DRY TORT",1,10,"Fish"
1654,2190,24.685276,24.6852758,-82.785256,-82.7852559,26,26,4,4,"ISOL_MR","ISOL_MR",6.3,6.3,2,2,"D1","D1","R3","R3","DT02","DT02","Primary","Not surveyed",621374,4,24.685276,-82.785256,0.2865,220.597988,3041.443592,"DRY TORT",1,10,"Fish"
1655,NA,24.689157,NA,-82.904231,NA,26,NA,4,NA,"SPGR_LR",NA,10,NA,2,NA,"D1",NA,"R3",NA,"DT02",NA,"Primary","Not surveyed",629545,4,24.689229,-82.904387,0.326,220.592673,3041.297034,"DRY TORT",NA,NA,NA
1656,NA,24.698356,NA,-82.861477,NA,26,NA,4,NA,"CONT_LR",NA,6,NA,2,NA,"D1",NA,"R3",NA,"DT02",NA,"Primary","Not surveyed",642974,4,24.698343,-82.861538,0.3318,220.613142,3041.861491,"DRY TORT",NA,NA,NA
1657,NA,24.699548,NA,-82.799789,NA,26,NA,4,NA,"CONT_LR",NA,3.7,NA,2,NA,"D1",NA,"R3",NA,"DT02",NA,"Primary","Not surveyed",643801,4,24.699548,-82.799789,0.2717,220.621617,3042.095191,"DRY TORT",NA,NA,NA
1658,2193,24.699783,24.6997828,-82.854641,-82.8546415,26,26,4,4,"CONT_LR","CONT_LR",5.1,5.1,2,2,"D1","D1","R3","R3","DT02","DT02","Primary","Not surveyed",645098,4,24.699783,-82.854641,0.2877,220.616395,3041.951207,"DRY TORT",1,10,"Fish"
1659,NA,24.703648,NA,-82.8724,NA,26,NA,4,NA,"CONT_LR",NA,5.9,NA,2,NA,"D1",NA,"R3",NA,"DT02",NA,"Primary","Not surveyed",651344,4,24.703624,-82.872488,0.2718,220.621189,3042.083409,"DRY TORT",NA,NA,NA
1660,NA,24.705375,NA,-82.840394,NA,26,NA,4,NA,"CONT_LR",NA,3.8,NA,2,NA,"D1",NA,"R3",NA,"DT02",NA,"Primary","Not surveyed",653491,4,24.705375,-82.840394,0.2606,220.627594,3042.260025,"DRY TORT",NA,NA,NA
1661,2181,24.706717,24.7067171,-82.841402,-82.841402,26,26,4,4,"CONT_LR","CONT_LR",3.8,3.8,2,2,"D1","D1","R3","R3","DT02","DT02","Primary","Not surveyed",655559,4,24.706717,-82.841402,0.2648,220.629818,3042.321375,"DRY TORT",1,10,"Fish"
1662,2275,24.709875,24.7098745,-82.878017,-82.8780168,26,26,4,4,"CONT_LR","CONT_LR",13,13,2,2,"D2","D2","R3","R3","DT05","DT05","Primary","Not surveyed",660953,4,24.709875,-82.878017,0.2716,220.631523,3042.36838,"DRY TORT",1,16,"Fish"
1663,2274,24.710864,24.7108636,-82.871113,-82.8711133,26,26,4,4,"CONT_LR","CONT_LR",13.2,13.2,2,2,"D2","D2","R3","R3","DT05","DT05","Primary","Not surveyed",662323,4,24.710864,-82.871113,0.282,220.634073,3042.438731,"DRY TORT",1,16,"Fish"
1664,2185,24.716328,24.7163283,-82.830671,-82.830671,26,26,4,4,"SPGR_LR","SPGR_LR",8.1,8.1,2,2,"D1","D1","R4","R4","DT02","DT02","Primary","Not surveyed",669775,4,24.716328,-82.830671,0.4036,220.647802,3042.817354,"DRY TORT",1,10,"Fish"
1665,2242,24.716835,24.7168351,-82.788671,-82.7886711,26,26,4,4,"ISOL_LR","ISOL_LR",13.9,13.9,2,2,"D2","D2","R2","R2","DT04","DT04","Primary","Not surveyed",669860,4,24.716835,-82.788671,0.2271,220.652908,3042.958199,"DRY TORT",1,14,"Fish"
1666,2224,24.716891,24.7168906,-82.858354,-82.8583544,26,26,4,4,"CONT_LR","CONT_LR",14.7,14.7,2,2,"D2","D2","R2","R2","DT04","DT04","Primary","Not surveyed",671035,4,24.716891,-82.858354,0.2459,220.646104,3042.770531,"DRY TORT",1,14,"Fish"
1667,NA,24.721961,NA,-82.812962,NA,26,NA,4,NA,"SPGR_LR",NA,16.2,NA,2,NA,"D2",NA,"RU",NA,"DT06",NA,"Primary","Not surveyed",677631,4,24.721961,-82.812962,-9,220.659532,3043.14091,"DRY TORT",NA,NA,NA
1668,2309,24.722743,24.7227434,-82.822857,-82.8228573,26,26,4,4,"CONT_MR","CONT_MR",16.1,16.1,2,2,"D2","D2","RU","RU","DT06","DT06","Primary","Not surveyed",678887,4,24.722743,-82.822857,-9,220.659947,3043.152372,"DRY TORT",1,18,"Fish"
1669,NA,24.724718,NA,-82.806563,NA,26,NA,4,NA,"ISOL_MR",NA,17.1,NA,2,NA,"D2",NA,"R2",NA,"DT04",NA,"Primary","Not surveyed",681456,4,24.724746,-82.806577,0.2341,220.6652,3043.297247,"DRY TORT",NA,NA,NA
2593,2661,24.558806,24.5588063,-82.936961,-82.9369612,0,0,4,4,"CONT_LR","CONT_LR",17.4,17.4,2,2,"D2","D2","RU","RU","DT06","DT06","Secondary","Not surveyed",250279,4,24.558806,-82.936961,-9,220.361469,3034.92509,"DRY TORT",2,17,"Fish"
2594,2598,24.58326,24.5832603,-82.895376,-82.8953764,26,26,4,4,"CONT_LR","CONT_LR",13.2,13.2,2,2,"D2","D2","R2","R2","DT04","DT04","Secondary","Not surveyed",318392,4,24.58326,-82.895376,0.2075,220.408484,3036.220268,"DRY TORT",2,14,"Fish"
2595,2524,24.586513,24.5865126,-82.88802,-82.8880202,26,26,4,4,"ISOL_LR","ISOL_LR",10.8,10.8,2,2,"D1","D1","R2","R2","DT01","DT01","Secondary","Not surveyed",328035,4,24.586513,-82.88802,0.1858,220.414729,3036.392341,"DRY TORT",2,9,"Fish"
2596,2520,24.589591,24.5895914,-82.894484,-82.8944843,26,26,4,4,"SPGR_LR","SPGR_LR",11,11,2,2,"D1","D1","R2","R2","DT01","DT01","Secondary","Not surveyed",337766,4,24.589591,-82.894484,0.2225,220.419576,3036.525882,"DRY TORT",2,9,"Fish"
2597,2618,24.593024,24.5930239,-82.943906,-82.9439056,26,26,4,4,"CONT_MR","CONT_MR",16.7,16.7,2,2,"D2","D2","R2","R2","DT04","DT04","Secondary","Not surveyed",350362,4,24.593024,-82.943906,0.1854,220.420187,3036.542717,"DRY TORT",2,14,"Fish"
2598,2594,24.595649,24.5956488,-82.950364,-82.9503642,26,26,4,4,"ISOL_LR","ISOL_LR",17.3,17.3,2,2,"D2","D2","R2","R2","DT04","DT04","Secondary","Not surveyed",358993,4,24.595649,-82.950364,0.2076,220.424337,3036.657064,"DRY TORT",2,14,"Fish"
2599,NA,24.608112,NA,-82.960397,NA,26,NA,4,NA,"ISOL_HR",NA,15.2,NA,2,NA,"D2",NA,"R2",NA,"DT04",NA,"Secondary","Not surveyed",400525,4,24.608157,-82.960433,0.2212,220.44479,3037.220654,"DRY TORT",NA,NA,NA
2600,2545,24.608813,24.6088131,-82.873542,-82.8735419,26,26,4,4,"SPGR_HR","SPGR_HR",5.5,5.5,2,2,"D1","D1","R3","R3","DT02","DT02","Secondary","Not surveyed",399203,4,24.608813,-82.873542,0.3519,220.455151,3037.506137,"DRY TORT",2,10,"Fish"
2601,NA,24.610689,NA,-82.937776,NA,26,NA,4,NA,"ISOL_HR",NA,12.4,NA,2,NA,"D2",NA,"R2",NA,"DT04",NA,"Secondary","Not surveyed",408077,4,24.610708,-82.93776,0.2334,220.451781,3037.413278,"DRY TORT",NA,NA,NA
2602,NA,24.614482,NA,-82.958087,NA,26,NA,4,NA,"ISOL_HR",NA,13.2,NA,2,NA,"D2",NA,"R2",NA,"DT04",NA,"Secondary","Not surveyed",421630,4,24.614508,-82.958063,0.2537,220.456349,3037.539161,"DRY TORT",NA,NA,NA
2603,2549,24.615436,24.6154362,-82.956103,-82.9561027,26,26,4,4,"CONT_LR","CONT_LR",11.6,11.6,2,2,"D1","D1","R3","R3","DT02","DT02","Secondary","Not surveyed",424662,4,24.615436,-82.956103,0.2793,220.458107,3037.587597,"DRY TORT",2,10,"Fish"
2604,2556,24.61674,24.6167395,-82.889461,-82.8894615,26,26,4,4,"ISOL_MR","ISOL_MR",6.2,6.2,2,2,"D1","D1","RU","RU","DT03","DT03","Secondary","Not surveyed",426307,4,24.61674,-82.889461,-9,220.467516,3037.846902,"DRY TORT",2,12,"Fish"
2605,2544,24.617299,24.6172991,-82.951688,-82.9516876,26,26,4,4,"ISOL_MR","ISOL_MR",5.2,5.2,2,2,"D1","D1","R3","R3","DT02","DT02","Secondary","Not surveyed",430715,4,24.617299,-82.951688,0.3167,220.461908,3037.692366,"DRY TORT",2,10,"Fish"
2606,2654,24.6179,24.6179004,-82.904787,-82.9047867,26,26,4,4,"CONT_MR","CONT_MR",12.5,12.5,2,2,"D2","D2","R4","R4","DT05","DT05","Secondary","Not surveyed",430810,4,24.6179,-82.904787,0.4458,220.467856,3037.856255,"DRY TORT",2,16,"Fish"
2607,2523,24.62098,24.62098,-82.946313,-82.946313,26,26,4,4,"CONT_LR","CONT_LR",4.3,4.3,2,2,"D1","D1","R2","R2","DT01","DT01","Secondary","Not surveyed",442862,4,24.62098,-82.946313,0.2204,220.468693,3037.879327,"DRY TORT",2,9,"Fish"
2608,2553,24.624272,24.6242723,-82.827846,-82.827846,26,26,4,4,"CONT_LR","CONT_LR",7.9,7.9,2,2,"D1","D1","R3","R3","DT02","DT02","Secondary","Not surveyed",449194,4,24.624272,-82.827846,0.378,220.487091,3038.386364,"DRY TORT",2,10,"Fish"
2609,NA,24.624495,NA,-82.953775,NA,26,NA,4,NA,"SPGR_LR",NA,9.6,NA,2,NA,"D1",NA,"R3",NA,"DT02",NA,"Secondary","Not surveyed",455043,4,24.624495,-82.953775,0.2661,220.474268,3038.032993,"DRY TORT",NA,NA,NA
2610,NA,24.624797,NA,-82.89599,NA,26,NA,4,NA,"CONT_LR",NA,4,NA,2,NA,"D1",NA,"RU",NA,"DT03",NA,"Secondary","Not surveyed",453634,4,24.624783,-82.896002,-9,220.480872,3038.214975,"DRY TORT",NA,NA,NA
2611,2538,24.625646,24.6256461,-82.934534,-82.9345336,26,26,4,4,"CONT_LR","CONT_LR",3.5,3.5,2,2,"D1","D1","R3","R3","DT02","DT02","Secondary","Not surveyed",458134,4,24.625646,-82.934534,0.2847,220.478136,3038.139591,"DRY TORT",2,10,"Fish"
2612,NA,24.627216,NA,-82.881718,NA,26,NA,4,NA,"ISOL_MR",NA,3,NA,2,NA,"D1",NA,"R2",NA,"DT01",NA,"Secondary","Not surveyed",461297,4,24.627219,-82.881718,0.2349,220.486561,3038.371764,"DRY TORT",NA,NA,NA
2613,2643,24.629523,24.6295234,-82.804217,-82.8042172,26,26,4,4,"SPGR_HR","SPGR_HR",15.1,15.1,2,2,"D2","D2","R3","R3","DT05","DT05","Secondary","Not surveyed",466044,4,24.629523,-82.804217,0.3659,220.498598,3038.703529,"DRY TORT",2,16,"Fish"
2614,2534,24.632924,24.6329239,-82.858592,-82.8585917,26,26,4,4,"SPGR_HR","SPGR_HR",11.5,11.5,2,2,"D1","D1","R2","R2","DT01","DT01","Secondary","Not surveyed",479764,4,24.632924,-82.858592,0.2064,220.499067,3038.716455,"DRY TORT",2,9,"Fish"
2615,2616,24.636401,24.6364014,-82.940626,-82.9406256,26,26,4,4,"CONT_LR","CONT_LR",15.5,15.5,2,2,"D2","D2","R2","R2","DT04","DT04","Secondary","Not surveyed",495030,4,24.636401,-82.940626,0.2493,220.496292,3038.63999,"DRY TORT",2,14,"Fish"
2616,2560,24.637018,24.6370178,-82.819142,-82.8191416,26,26,4,4,"ISOL_MR","ISOL_MR",7.8,7.8,2,2,"D1","D1","RU","RU","DT03","DT03","Secondary","Not surveyed",492184,4,24.637018,-82.819142,-9,220.510226,3039.024035,"DRY TORT",2,12,"Fish"
2617,NA,24.63704,NA,-82.817647,NA,26,NA,4,NA,"ISOL_MR",NA,11.4,NA,2,NA,"D1",NA,"RU",NA,"DT03",NA,"Secondary","Not surveyed",492187,4,24.637036,-82.81766,-9,220.510295,3039.025945,"DRY TORT",NA,NA,NA
2618,2517,24.637674,24.6376741,-82.8394,-82.8394005,26,26,4,4,"CONT_LR","CONT_LR",8.8,8.8,2,2,"D1","D1","R2","R2","DT01","DT01","Secondary","Not surveyed",495235,4,24.637674,-82.8394,0.2416,220.50926,3038.997396,"DRY TORT",2,9,"Fish"
2619,2550,24.640145,24.6401454,-82.930312,-82.930312,26,26,4,4,"CONT_LR","CONT_LR",8.5,8.5,2,2,"D1","D1","R3","R3","DT02","DT02","Secondary","Not surveyed",507447,4,24.640145,-82.930312,0.3162,220.504066,3038.854256,"DRY TORT",2,10,"Fish"
2620,NA,24.641585,NA,-82.92339,NA,26,NA,4,NA,"ISOL_MR",NA,6.9,NA,2,NA,"D1",NA,"R4",NA,"DT02",NA,"Secondary","Not surveyed",512119,4,24.641588,-82.92342,0.5,220.507314,3038.943787,"DRY TORT",NA,NA,NA
2621,NA,24.641887,NA,-82.826105,NA,26,NA,4,NA,"ISOL_LR",NA,6.2,NA,2,NA,"D1",NA,"R3",NA,"DT02",NA,"Secondary","Not surveyed",509208,4,24.641899,-82.826127,0.3299,220.517984,3039.237893,"DRY TORT",NA,NA,NA
2622,2647,24.642688,24.6426879,-82.943192,-82.9431922,26,26,4,4,"CONT_LR","CONT_LR",15.9,15.9,2,2,"D2","D2","R3","R3","DT05","DT05","Secondary","Not surveyed",516741,4,24.642688,-82.943192,0.2653,220.507063,3038.936876,"DRY TORT",2,16,"Fish"
2623,NA,24.646311,NA,-82.871138,NA,26,NA,4,NA,"ISOL_MR",NA,5.7,NA,2,NA,"D1",NA,"R3",NA,"DT02",NA,"Secondary","Not surveyed",526223,4,24.646311,-82.871138,0.3132,220.521062,3039.322735,"DRY TORT",NA,NA,NA
2624,NA,24.64766,NA,-82.871674,NA,26,NA,4,NA,"ISOL_MR",NA,4.9,NA,2,NA,"D1",NA,"R2",NA,"DT01",NA,"Secondary","Not surveyed",530896,4,24.647659,-82.871652,0.25,220.523377,3039.38655,"DRY TORT",NA,NA,NA
2625,NA,24.653069,NA,-82.832289,NA,26,NA,4,NA,"ISOL_MR",NA,6.2,NA,2,NA,"D1",NA,"RU",NA,"DT03",NA,"Secondary","Not surveyed",548154,4,24.65311,-82.832217,-9,220.536932,3039.760198,"DRY TORT",NA,NA,NA
2626,2607,24.656424,24.6564243,-82.781881,-82.7818813,26,26,4,4,"SPGR_HR","SPGR_HR",13.6,13.6,2,2,"D2","D2","R2","R2","DT04","DT04","Secondary","Not surveyed",557652,4,24.656424,-82.781881,0.251,220.547771,3040.059031,"DRY TORT",2,14,"Fish"
2627,2600,24.657276,24.6572765,-82.932057,-82.9320573,26,26,4,4,"CONT_LR","CONT_LR",14.7,14.7,2,2,"D2","D2","R2","R2","DT04","DT04","Secondary","Not surveyed",566764,4,24.657276,-82.932057,0.2485,220.533838,3039.674914,"DRY TORT",2,14,"Fish"
2628,NA,24.661954,NA,-82.927247,NA,26,NA,4,NA,"CONT_MR",NA,17,NA,2,NA,"D2",NA,"R4",NA,"DT05",NA,"Secondary","Not surveyed",581686,4,24.661853,-82.927188,0.5,220.542234,3039.906376,"DRY TORT",NA,NA,NA
2629,2577,24.668623,24.6686226,-82.781067,-82.7810666,26,26,4,4,"ISOL_LR","ISOL_LR",12.5,12.5,2,2,"D2","D2","R2","R2","DT04","DT04","Secondary","Not surveyed",594572,4,24.668623,-82.781067,0.2339,220.569175,3040.649118,"DRY TORT",2,14,"Fish"
2630,2552,24.676209,24.676209,-82.898755,-82.8987554,26,26,4,4,"CONT_LR","CONT_LR",5.4,5.4,2,2,"D1","D1","R3","R3","DT02","DT02","Secondary","Not surveyed",609250,4,24.676209,-82.898755,0.3574,220.570424,3040.683562,"DRY TORT",2,10,"Fish"
2631,NA,24.680039,NA,-82.917627,NA,26,NA,4,NA,"ISOL_LR",NA,17.9,NA,2,NA,"D2",NA,"R2",NA,"DT04",NA,"Secondary","Not surveyed",615510,4,24.680032,-82.917587,0.1964,220.575052,3040.811163,"DRY TORT",NA,NA,NA
2632,NA,24.680811,NA,-82.816362,NA,26,NA,4,NA,"ISOL_MR",NA,5.6,NA,2,NA,"D1",NA,"RU",NA,"DT03",NA,"Secondary","Not surveyed",615017,4,24.68084,-82.816319,-9,220.587037,3041.141643,"DRY TORT",NA,NA,NA
2633,2535,24.681304,24.6813215,-82.813785,-82.8138553,26,26,4,4,"ISOL_MR","ISOL_MR",3.8,3.8,2,2,"D1","D1","R2","R2","DT01","DT01","Secondary","Not surveyed",615720,4,24.681321,-82.813855,0.2417,220.588086,3041.17054,"DRY TORT",2,9,"Fish"
2634,NA,24.681755,NA,-82.815344,NA,26,NA,4,NA,"ISOL_MR",NA,4.1,NA,2,NA,"D1",NA,"RU",NA,"DT03",NA,"Secondary","Not surveyed",616415,4,24.681755,-82.815344,-9,220.588819,3041.19076,"DRY TORT",NA,NA,NA
2635,2609,24.685881,24.6858806,-82.919158,-82.9191585,26,26,4,4,"CONT_LR","CONT_LR",15.8,15.8,2,2,"D2","D2","R2","R2","DT04","DT04","Secondary","Not surveyed",624613,4,24.685881,-82.919158,0.255,220.585098,3041.088172,"DRY TORT",2,14,"Fish"
2636,NA,24.686883,NA,-82.911266,NA,26,NA,4,NA,"CONT_LR",NA,13,NA,2,NA,"D2",NA,"R3",NA,"DT05",NA,"Secondary","Not surveyed",626029,4,24.686884,-82.911269,0.2931,220.587722,3041.160518,"DRY TORT",NA,NA,NA
2637,2529,24.687438,24.6874383,-82.793192,-82.7931921,26,26,4,4,"CONT_LR","CONT_LR",3.3,3.3,2,2,"D1","D1","R2","R2","DT01","DT01","Secondary","Not surveyed",624868,4,24.687438,-82.793192,0.2563,220.600858,3041.522743,"DRY TORT",2,9,"Fish"
2638,NA,24.693131,NA,-82.844129,NA,26,NA,4,NA,"ISOL_LR",NA,5.7,NA,2,NA,"D1",NA,"R2",NA,"DT01",NA,"Secondary","Not surveyed",634581,4,24.693141,-82.844167,0.2417,220.605855,3041.660529,"DRY TORT",NA,NA,NA
2639,NA,24.694517,NA,-82.840676,NA,26,NA,4,NA,"ISOL_MR",NA,3.8,NA,2,NA,"D1",NA,"R3",NA,"DT02",NA,"Secondary","Not surveyed",636698,4,24.694537,-82.840729,0.2702,220.608683,3041.738521,"DRY TORT",NA,NA,NA
2640,NA,24.698893,NA,-82.883728,NA,26,NA,4,NA,"CONT_LR",NA,11.1,NA,2,NA,"D1",NA,"R3",NA,"DT02",NA,"Secondary","Not surveyed",644333,4,24.698968,-82.883783,0.3377,220.611831,3041.825344,"DRY TORT",NA,NA,NA
2641,NA,24.701561,NA,-82.82144,NA,26,NA,4,NA,"CONT_LR",NA,3.3,NA,2,NA,"D1",NA,"R3",NA,"DT02",NA,"Secondary","Not surveyed",647271,4,24.701542,-82.82156,0.3133,220.622783,3042.127345,"DRY TORT",NA,NA,NA
2642,NA,24.705364,NA,-82.880839,NA,26,NA,4,NA,"CONT_MR",NA,12.1,NA,2,NA,"D2",NA,"R2",NA,"DT04",NA,"Secondary","Not surveyed",654099,4,24.705324,-82.880913,0.2411,220.623277,3042.140968,"DRY TORT",NA,NA,NA
2643,2540,24.705575,24.7055749,-82.786534,-82.7865336,26,26,4,4,"CONT_LR","CONT_LR",9.6,9.6,2,2,"D1","D1","R3","R3","DT02","DT02","Secondary","Not surveyed",652906,4,24.705575,-82.786534,0.2838,220.633346,3042.418672,"DRY TORT",2,10,"Fish"
2644,2532,24.709525,24.709525,-82.795979,-82.7959793,26,26,4,4,"CONT_LR","CONT_LR",8.2,8.2,2,2,"D1","D1","R2","R2","DT01","DT01","Secondary","Not surveyed",659073,4,24.709525,-82.795979,0.2318,220.639352,3042.584315,"DRY TORT",2,9,"Fish"
2645,2548,24.712285,24.7122853,-82.865699,-82.8656986,26,26,4,4,"CONT_LR","CONT_LR",11,11,2,2,"D1","D1","R3","R3","DT02","DT02","Secondary","Not surveyed",664356,4,24.712285,-82.865699,0.2722,220.637156,3042.523728,"DRY TORT",2,10,"Fish"
2646,2585,24.715408,24.7154077,-82.86871,-82.8687103,26,26,4,4,"CONT_LR","CONT_LR",14.4,14.4,2,2,"D2","D2","R2","R2","DT04","DT04","Secondary","Not surveyed",669032,4,24.715408,-82.86871,0.2511,220.642327,3042.666372,"DRY TORT",2,14,"Fish"
2647,NA,24.715618,NA,-82.814846,NA,26,NA,4,NA,"SPGR_LR",NA,8.4,NA,2,NA,"D1",NA,"R3",NA,"DT02",NA,"Secondary","Not surveyed",668475,4,24.715618,-82.814846,0.3026,220.648261,3042.830039,"DRY TORT",NA,NA,NA
2648,2546,24.717598,24.7175977,-82.837609,-82.8376085,26,26,4,4,"CONT_LR","CONT_LR",11.5,11.5,2,2,"D1","D1","R3","R3","DT02","DT02","Secondary","Not surveyed",671735,4,24.717598,-82.837609,0.3215,220.649354,3042.86019,"DRY TORT",2,10,"Fish"
2649,NA,24.717745,NA,-82.860814,NA,26,NA,4,NA,"CONT_LR",NA,15.4,NA,2,NA,"D2",NA,"R2",NA,"DT04",NA,"Secondary","Not surveyed",672346,4,24.717763,-82.860838,0.2431,220.647361,3042.805198,"DRY TORT",NA,NA,NA
2650,2630,24.721871,24.7218707,-82.820374,-82.8203735,26,26,4,4,"CONT_HR","CONT_HR",16,16,2,2,"D2","D2","R4","R4","DT05","DT05","Secondary","Not surveyed",677616,4,24.721871,-82.820374,1.13,220.65859,3043.114933,"DRY TORT",2,16,"Fish"
2651,NA,24.722239,NA,-82.825769,NA,26,NA,4,NA,"CONT_MR",NA,14.9,NA,2,NA,"D2",NA,"RU",NA,"DT06",NA,"Secondary","Not surveyed",678243,4,24.722256,-82.825816,-9,220.658707,3043.118164,"DRY TORT",NA,NA,NA
2652,2677,24.724573,24.7245728,-82.820907,-82.8209071,26,26,4,4,"ISOL_MR","ISOL_MR",14.6,14.6,2,2,"D2","D2","RU","RU","DT06","DT06","Secondary","Not surveyed",681427,4,24.724573,-82.820907,-9,220.663304,3043.244956,"DRY TORT",2,18,"Fish"
NA,2014,NA,24.6334425,NA,-83.0279899,NA,0,NA,3,NA,"CONT_LR",NA,17.7,NA,0,NA,"D2",NA,"R1",NA,"DT04",NA,NA,488673,NA,NA,NA,NA,NA,NA,NA,1,1,"Fish & Benthic"
NA,2009,NA,24.6067165,NA,-83.0680441,NA,0,NA,3,NA,"CONT_LR",NA,16.8,NA,0,NA,"D2",NA,"R2",NA,"DT04",NA,NA,400307,NA,NA,NA,NA,NA,NA,NA,1,1,"Fish & Benthic"
NA,2003,NA,24.6420047,NA,-83.0622048,NA,0,NA,3,NA,"ISOL_LR",NA,15.8,NA,0,NA,"D2",NA,"R1",NA,"DT04",NA,NA,519608,NA,NA,NA,NA,NA,NA,NA,1,1,"Fish & Benthic"
NA,2013,NA,24.6405564,NA,-83.0360066,NA,0,NA,3,NA,"CONT_LR",NA,16.5,NA,0,NA,"D2",NA,"R1",NA,"DT04",NA,NA,513445,NA,NA,NA,NA,NA,NA,NA,1,1,"Fish & Benthic"
NA,2033,NA,24.6262588,NA,-83.0910802,NA,0,NA,3,NA,"ISOL_LR",NA,19.3,NA,0,NA,"D2",NA,"R4",NA,"DT05",NA,NA,466997,NA,NA,NA,NA,NA,NA,NA,1,2,"Fish & Benthic"
NA,2026,NA,24.6177395,NA,-83.0869883,NA,0,NA,3,NA,"CONT_LR",NA,15.8,NA,0,NA,"D2",NA,"R4",NA,"DT05",NA,NA,438019,NA,NA,NA,NA,NA,NA,NA,1,2,"Fish & Benthic"
NA,2028,NA,24.613082,NA,-83.0646925,NA,0,NA,3,NA,"CONT_MR",NA,15,NA,0,NA,"D2",NA,"R4",NA,"DT05",NA,NA,421414,NA,NA,NA,NA,NA,NA,NA,1,2,"Fish & Benthic"
NA,2019,NA,24.6079684,NA,-83.0754705,NA,0,NA,3,NA,"CONT_LR",NA,16.8,NA,0,NA,"D2",NA,"R4",NA,"DT05",NA,NA,404786,NA,NA,NA,NA,NA,NA,NA,1,2,"Fish & Benthic"
NA,2025,NA,24.6303458,NA,-83.0565814,NA,0,NA,3,NA,"CONT_LR",NA,14.1,NA,0,NA,"D2",NA,"R3",NA,"DT05",NA,NA,479363,NA,NA,NA,NA,NA,NA,NA,1,2,"Fish & Benthic"
NA,2024,NA,24.6165174,NA,-83.0445048,NA,0,NA,3,NA,"CONT_LR",NA,17.3,NA,0,NA,"D2",NA,"R3",NA,"DT05",NA,NA,432041,NA,NA,NA,NA,NA,NA,NA,1,2,"Fish & Benthic"
NA,2045,NA,24.6248018,NA,-83.0984627,NA,0,NA,3,NA,"CONT_LR",NA,22.8,NA,0,NA,"D3",NA,"R2",NA,"DT07",NA,NA,462388,NA,NA,NA,NA,NA,NA,NA,1,3,"Fish & Benthic"
NA,2041,NA,24.6452161,NA,-83.0252168,NA,0,NA,3,NA,"CONT_LR",NA,22.5,NA,0,NA,"D3",NA,"R2",NA,"DT07",NA,NA,529027,NA,NA,NA,NA,NA,NA,NA,1,3,"Fish & Benthic"
NA,2049,NA,24.621171,NA,-83.0998834,NA,0,NA,3,NA,"CONT_MR",NA,23.7,NA,0,NA,"D3",NA,"R2",NA,"DT07",NA,NA,450169,NA,NA,NA,NA,NA,NA,NA,1,3,"Fish & Benthic"
NA,2043,NA,24.6041326,NA,-83.0916995,NA,0,NA,3,NA,"CONT_LR",NA,29.1,NA,0,NA,"D3",NA,"R1",NA,"DT07",NA,NA,392769,NA,NA,NA,NA,NA,NA,NA,1,3,"Fish & Benthic"
NA,2039,NA,24.5939194,NA,-83.0466058,NA,0,NA,3,NA,"CONT_LR",NA,27.3,NA,0,NA,"D3",NA,"R1",NA,"DT07",NA,NA,357350,NA,NA,NA,NA,NA,NA,NA,1,3,"Fish & Benthic"
NA,2042,NA,24.6407497,NA,-83.0216877,NA,0,NA,3,NA,"ISOL_MR",NA,25.3,NA,0,NA,"D3",NA,"R1",NA,"DT07",NA,NA,513474,NA,NA,NA,NA,NA,NA,NA,1,3,"Fish & Benthic"
NA,2048,NA,24.644631,NA,-83.0015011,NA,0,NA,3,NA,"CONT_LR",NA,32.5,NA,0,NA,"D3",NA,"R1",NA,"DT07",NA,NA,525959,NA,NA,NA,NA,NA,NA,NA,1,3,"Fish & Benthic"
NA,2037,NA,24.5737186,NA,-83.0714506,NA,0,NA,3,NA,"CONT_LR",NA,29.6,NA,0,NA,"D3",NA,"R1",NA,"DT07",NA,NA,296685,NA,NA,NA,NA,NA,NA,NA,1,3,"Fish & Benthic"
NA,2054,NA,24.6394754,NA,-83.0157409,NA,0,NA,3,NA,"ISOL_MR",NA,30.1,NA,0,NA,"D3",NA,"R4",NA,"DT08",NA,NA,508824,NA,NA,NA,NA,NA,NA,NA,1,4,"Fish & Benthic"
NA,2051,NA,24.6005744,NA,-83.0551069,NA,0,NA,3,NA,"CONT_MR",NA,24,NA,0,NA,"D3",NA,"R4",NA,"DT08",NA,NA,379385,NA,NA,NA,NA,NA,NA,NA,1,4,"Fish & Benthic"
