DRM_ID,Priority,Latitude,Longitude,Status,grid_id_50,mpa_nr,subreg_nr,zone_nr,habclass,lat_deg,lon_deg,psu_depth,psu_vrel,Shape_Leng,Shape_Area,region,prot,depth_clas,rugosity_c,strat
2638,Secondary,24.693131,-82.844129,Not surveyed,634581,26,4,4,ISOL_LR,24.693141,-82.844167,5.7,0.2417,220.605855,3041.660529,DRY TORT,2,D1,R2,DT01
2639,Secondary,24.694517,-82.840676,Not surveyed,636698,26,4,4,ISOL_MR,24.694537,-82.840729,3.8,0.2702,220.608683,3041.738521,DRY TORT,2,D1,R3,DT02
2640,Secondary,24.698893,-82.883728,Not surveyed,644333,26,4,4,CONT_LR,24.698968,-82.883783,11.1,0.3377,220.611831,3041.825344,DRY TORT,2,D1,R3,DT02
2641,Secondary,24.701561,-82.82144,Not surveyed,647271,26,4,4,CONT_LR,24.701542,-82.82156,3.3,0.3133,220.622783,3042.127345,DRY TORT,2,D1,R3,DT02
2642,Secondary,24.705364,-82.880839,Not surveyed,654099,26,4,4,CONT_MR,24.705324,-82.880913,12.1,0.2411,220.623277,3042.140968,DRY TORT,2,D2,R2,DT04
2643,Secondary,24.705575,-82.786534,Not surveyed,652906,26,4,4,CONT_LR,24.705575,-82.786534,9.6,0.2838,220.633346,3042.418672,DRY TORT,2,D1,R3,DT02
2644,Secondary,24.709525,-82.795979,Not surveyed,659073,26,4,4,CONT_LR,24.709525,-82.795979,8.2,0.2318,220.639352,3042.584315,DRY TORT,2,D1,R2,DT01
2645,Secondary,24.712285,-82.865699,Not surveyed,664356,26,4,4,CONT_LR,24.712285,-82.865699,11,0.2722,220.637156,3042.523728,DRY TORT,2,D1,R3,DT02
2646,Secondary,24.715408,-82.86871,Not surveyed,669032,26,4,4,CONT_LR,24.715408,-82.86871,14.4,0.2511,220.642327,3042.666372,DRY TORT,2,D2,R2,DT04
2647,Secondary,24.715618,-82.814846,Not surveyed,668475,26,4,4,SPGR_LR,24.715618,-82.814846,8.4,0.3026,220.648261,3042.830039,DRY TORT,2,D1,R3,DT02
2648,Secondary,24.717598,-82.837609,Not surveyed,671735,26,4,4,CONT_LR,24.717598,-82.837609,11.5,0.3215,220.649354,3042.86019,DRY TORT,2,D1,R3,DT02
2649,Secondary,24.717745,-82.860814,Not surveyed,672346,26,4,4,CONT_LR,24.717763,-82.860838,15.4,0.2431,220.647361,3042.805198,DRY TORT,2,D2,R2,DT04
2650,Secondary,24.721871,-82.820374,Not surveyed,677616,26,4,4,CONT_HR,24.721871,-82.820374,16,1.13,220.65859,3043.114933,DRY TORT,2,D2,R4,DT05
2651,Secondary,24.722239,-82.825769,Not surveyed,678243,26,4,4,CONT_MR,24.722256,-82.825816,14.9,-9,220.658707,3043.118164,DRY TORT,2,D2,RU,DT06
2652,Secondary,24.724573,-82.820907,Not surveyed,681427,26,4,4,ISOL_MR,24.724573,-82.820907,14.6,-9,220.663304,3043.244956,DRY TORT,2,D2,RU,DT06
